Country,Continent,Latitude,Longitude,Specimen,Species,Affinity,Group,Category,Diameter,Stage,Age (Ma),Max (Ma),Min (Ma),Geology,Location,Region,Preservation,Author,Year,DOI
USA,North America,34,-107,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1,Tu,-91.85,-93.9,-89.8,Moreno Hill Fm.,The Balloon Hoodoo Two Rocks Balanced and Glass Log localities,Laramidia,,Sweeney et al,2009,
USA,North America,38,-111,NA,Pityoxylon sp.,Pinoid,Conifer,Gymnosperm,NA,EK,-104,,,NA,Utah,Laramidia,,Tidwell,1975,
USA,North America,39,-111,NA,Palaeopiceoxylon thinosus,Pinoid,Conifer,Gymnosperm,0.1,Ap-Al,-105,-125,-100.9,Cedar Mountain Fm.,9 miles (5.6 km) east of Ferron Utah,Laramidia,,Tidwell & Thayn,1985,
USA,North America,39,-111,NA,Agathoxylon lemonii,Araucarioid,Conifer,Gymnosperm,0.1,Ce,-97,,,Dakota Fm.,eastern Utah,Laramidia,,Tidwell & Thayn,1986,
USA,North America,39,-111,NA,Agathoxylon lemonii,Araucarioid,Conifer,Gymnosperm,0.1,Ce,-97,,,Dakota Formation,eastern Utah,Laramidia,,Tidwell & Thayn,1986,
USA,North America,39,-111,NA,Pityoxylon sp.,Pinoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,NA,Utah,Laramidia,,Tidwell et al,1967,
USA,North America,39,-111,NA,Monanthesia sp.,Cycadeoid,Bennettite,Gymnosperm,NA,Al,-106,-113,-100.9,NA,Utah,Laramidia,,Tidwell et al,1967,
USA,North America,39,-111,NA,Mesembryoxylon sp.,Cupressoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,NA,Utah,Laramidia,,Tidwell et al,1967,
USA,North America,39,-111,NA,Cycadeoidea cleavelandii,Cycadeoid,Bennettite,Gymnosperm,NA,Al,-106,-113,-100.9,NA,Utah,Laramidia,,Tidwell et al,1967,
USA,North America,39,-111,NA,Cedroxylon sp.,Pinoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,NA,Utah,Laramidia,,Tidwell et al,1967,
USA,North America,NA,NA,NA,Agathoxylon texense,Araucarioid,Conifer,Gymnosperm,NA,K,-97,,,NA,Texas?,Laramidia,,Torrey,1923,
USA,North America,40,-104,NA,Undetermined wood 1,unknown conifer,Conifer,Gymnosperm,NA,Ma,-66, , ,Laramie Fm.,Colorado,Laramidia, ,Upchurch & Wolfe,1993, 
USA,North America,NA,NA,NA,Pinoxylon dakotensis,unknown,Conifer,Gymnosperm,0.2,Al,-106,-113,-100.9,Lakota,3mi NW Sturgis near Mr. Well's house,Laramidia,,Ward,1900,
Mexico,North America,27,-101,NA,Araucarioxylon sp.,Araucarioid,Conifer,Gymnosperm,NA,Ca-Ma,-72,-83.6,-66,Olmos Fm.,Coahuila,Laramidia,,Weber,1972,
USA,North America,29,-103,NA,Cupressinoxylon sp.,Cupressoid,Conifer,Gymnosperm,0.1,Ca-Ma,-72,-83.6,-66,Aguja Fm.,Texas,Laramidia,,Wheeler & Lehmann,2005,
USA,North America,NA,NA,NA,Undetermined wood,unknown,Conifer,Gymnosperm,NA,Ap,-115,-125,-113,Bissett,Texas,Laramidia,mineralized,Wilcox,1989,
USA,North America,43.85,-107.54,NA,Undetermined wood,unknown,Conifer,Gymnosperm,NA,Ca,-77,,,Meteetsee,Wyoming,Laramidia,,Wing et al,2013,
USA,North America,47,-107,NA,Cupressoid?,Cupressoid,Conifer,Gymnosperm,0.1,Ma,-66,,,Hell Creek Fm.,eastern Montana,Laramidia,,Wolfe & Upchurch,1987,
Brazil,South America,-10,-36,NA,Undetermined wood,unknown,Conifer,Gymnosperm,NA,EK,-120,,,NA,Malhada dos Bois Sergipe,Elsewhere,,Alves & Koutsoukos,1998,
Brazil,South America,-10,-36,NA,Undetermined wood,unknown,Conifer,Gymnosperm,NA,EK,-120,,,NA,Malhada dos Bois Sergipe,Elsewhere,,Alves & Koutsoukos,1998,
Argentina,South America,-40,-67,NA,Worsdellia bonettiae,Cycad,Cycadeoid,Gymnosperm,NA,Ca-Ma,-72,-83.6,-66,Allen Formation,Rio Negro Province,Elsewhere,,Artabe et al,2004,
Argentina,South America,-40,-67,NA,Brunoa santarrosensis,Cycad,Cycadeoid,Gymnosperm,NA,Ca-Ma,-72,-83.6,-66,Allen Formation,Rio Negro Province,Elsewhere,,Artabe et al,2004,
Argentina,South America,-40,-67,NA,Chamberlainia pteridospermoidea,Cycad,Cycadeoid,Gymnosperm,NA,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Artabe et al,2005,
Argentina,South America,-72.7,-42.9,NA,Cupressinoxylon hallei,Cupressaceae,Conifer,Gymnosperm,0.1,Ap-Al,-105,,,Los Adobes,Asfalto Basin,Elsewhere,mineralized,Brea et al ,2016,
Brazil,South America,-7.5,-39,NA,Undetermined wood,Araucariaceae,Conifer,Gymnosperm,0.05,Ap-Al,-105,-113,-100.9,Crato Fm.,Araripe Basin,Elsewhere,charcoal,da Silva et al,2013,
Brazil,South America,-7.5,-39,NA,Undetermined wood,Araucariaceae,Conifer,Gymnosperm,0.12,Ap-Al,-105,-113,-100.9,Crato Fm.,Araripe Basin,Elsewhere,charcoal,da Silva et al,2013,
Argentina,South America,-40,-67,NA,Circoporoxylon gregussii,Podocarpoid,Conifer,Gymnosperm,0.12,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Del Fueyo,1998,
Argentina,South America,-40,-67,NA,Circoporoxylon gregussii,Podocarpoid,Conifer,Gymnosperm,0.12,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Del Fueyo,1998,
Argentina,South America,-40,-67,NA,Podocarpoxylon garciae,Podocarpoid,Conifer,Gymnosperm,0.2,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Del Fueyo,1998,
Argentina,South America,-40,-67,NA,Podocarpoxylon garciae,Podocarpoid,Conifer,Gymnosperm,0.2,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Del Fueyo,1998,
Argentina,South America,-40,-67,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.8,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Del Fueyo,1998,
Argentina,South America,-40,-67,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.8,Ca-Ma,-72,-83.6,-66,Allen Fm.,Rio Negro Province,Elsewhere,,Del Fueyo,1998,
Argentina,South America,-45,-69,NA,Araucaria grandifolia,Araucarioid,Conifer,Gymnosperm,0.01,Al,-105,-107,-101,Punta del Barco,Estancia el Verano Meseta Baquero,Elsewhere,,Del Fueyo & Archangelsky,2002,
Brazil,South America,-12,-56,NA,Agathoxylon camponovensis,Araucarioid,Conifer,Gymnosperm,0.01,Ap,-120,-125,-113,NA,Matto Grosso,Elsewhere,NA,Dolianiti,1948,
Argentina,South America,-72,-50,NA,Taxodioxylon sp.1,unknown,Conifer,Gymnosperm,0.1,Ca-Ma,-72.1,-78,-69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,
Argentina,South America,-72,-50,NA,Taxodioxylon sp.1,unknown,Conifer,Gymnosperm,0.1,Ca-Ma,-72.1,-78,-69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,
Argentina,South America,-72,-50,NA,Podocarpoxylon sp.,unknown,Conifer,Gymnosperm,0.1,Ca-Ma,-72.1,-78,-69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,
Argentina,South America,-72,-50,NA,Planoxylon sp.,unknown,Conifer,Gymnosperm,0.1,Ca-Ma,-72.1,-78,-69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,
Argentina,South America,-72,-50,NA,Cupressinoxylon sp.,unknown,Conifer,Gymnosperm,0.1,Ca-Ma,-72.1,-78,-69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,
Argentina,South America,-72,-50,NA,Agathoxylon sp.,unknown,Conifer,Gymnosperm,0.1,Ca-Ma,-72.1,-78,-69,Cerro Fortaleza,Austral (Magellan) Basin,Elsewhere,mineralized,Egerton et al,2016,
Brazil,South America,-7,-38,NA,Dadoxylon sp.,unknown,Conifer,Gymnosperm,0.1,Be,-145,-150,-140,Missao Velha Fm.,Grota Funda,Elsewhere,mineralized,Fabbrin-Pires & Guerra-Sommer,,
Argentina,South America,-38.6,-69.6,NA,Baieroxylon patagonicum,unknown,Ginkgo,Gymnosperm,0.32,Ap-Al,-105,-125,-100.9,Rayoso,Neuquen Province,Elsewhere,mineralized,Martinez & Lutz,2007,
Argentina,South America,-38.75,-69,NA,Circoporoxylon krauseli,unknown,Conifer,Gymnosperm,0.2,Ce,-95,-101,-94,Huincul,Neuquen Province,Elsewhere,mineralized,Martinez & Lutz,2007,
Argentina,South America,-38,-69,NA,Baieroxylon patagonicum,Ginkgo,Ginkgo,Gymnosperm,0.32,Ap-Al,-105,-125,-100.9,Rayoso Fm.,El Mangrullo Neuquen,Elsewhere,mineralized,Matinez & Lutz,2007,
Argentina,South America,-38,-68,NA,Circoporoxylon krauseli,Podocarpoid,Conifer,Gymnosperm,0.2,Ce,-90,,,Huincul Fm.,Cerros Colorados Neuquen,Elsewhere,mineralized,Matinez & Lutz,2007,
Argentina,South America,-38,-68,NA,Circoporoxylon krauseli,Podocarpoid,Conifer,Gymnosperm,0.2,Ce,-90,,,Huincul Fm.,Cerros Colorados Neuquen,Elsewhere,mineralized,Matinez & Lutz,2007,
Argentina,South America,NA,NA,NA,Agathoxylon ozhuanum,Araucarioid,Conifer,Gymnosperm,NA,K,NA,,,NA,NA,Elsewhere,mineralized,Nishida et al,1992,
Brazil,South America,-12,-56,NA,Agathoxylon camponovensis,Araucarioid,Conifer,Gymnosperm,NA,EK,-120,,,NA,Matto Grosso,Elsewhere,,Oliveira,1936,
Argentina,South America,-40,-67,NA,Brunoa anzulovichii,Cycad,Cycadeoid,Gymnosperm,NA,LK,-72,,,NA,Rio Negro Province,Elsewhere,,Petriella,1978,
Argentina,South America,-40,-67,NA,Bororoa andreisii,Cycad,Cycadeoid,Gymnosperm,NA,LK,-72,,,NA,Rio Negro Province,Elsewhere,,Petriella,1978,
Peru,South America,-5,-80,NA,Metapodocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,NA,Lancones 99 km of the border N of Peru,Elsewhere,,Philippe et al,2003,
Ecuador,South America,-3,-80,NA,Metapodocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Ciano Fm.,Puyango,Elsewhere,,Philippe et al,2003,
Ecuador,South America,-3,-80,NA,Metapodocarpoxylon sp.,Podocarpoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Ciano Fm.,Puyango,Elsewhere,,Philippe et al,2003,
Ecuador,South America,-3,-80,NA,Metapodocarpoxylon ap.,Podocarpoid,Conifer,Gymnosperm,NA,Al,-106,-113,-100.9,Ciano Fm.,Puyango,Elsewhere,,Philippe et al,2003,
Chile,South America,-46,-71,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,NA,Ha-Al,-115,,,Apeleg and Katterfeld Fm.,Puerto Ibanez Rio (Arroyo) Lechoso,Elsewhere,,Philippe- Quiroz & Torres,2000,
Chile,South America,-46,-72,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,NA,Ap-Al,-105,-125,-100.9,Apeleg Formation,La Buitrera El Blanco Aisen,Elsewhere,,Philippe- Quiroz & Torres,2000,
Brazil,South America,-18.78,-48.27,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.8,Be-Va,-140,-145,-138,Botucatu,Parana Basin,Elsewhere,mineralized,Pires et al,2011,
Colombia,South America,4,-73,NA,Protophyllocladoxylon rosablancaense,Podocarpoid,Conifer,Gymnosperm,0.1,Ha,-130,,,Rio Blanca,Magdalena,Elsewhere,,Pons,1971,
Colombia,South America,4,-73,NA,Protophyllocladoxylon rosablancaense,Podocarpoid,Conifer,Gymnosperm,0.1,Ha,-130,,,Rio Blanca,Magdalena,Elsewhere,,Pons,1971,
Colombia,South America,3,-73,NA,Metapodocarpoxylon curitiense,Podocarpoid,Conifer,Gymnosperm,NA,Ba-Ap,-125,-130,-113,Giron & Paja Formations,NA,Elsewhere,,Pons,1978,
Colombia,South America,6,-73,NA,Protophyllocladoxylon sp.,Podocarpoid,Conifer,Gymnosperm,NA,EK,-120,,,GirÂn Formation,Santander,Elsewhere,,Pons,,
Colombia,South America,3,-73,NA,Metapodocarpoxylon libanoticum,Podocarpoid,Conifer,Gymnosperm,NA,Ap,-115,-125,-113,NA,NA,Elsewhere,,Pons,1988,
Argentina,South America,-45,-69,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.3,LK,-72,,,Bajo Barreal Formation,Puesto Confluencia Chubut Province,Elsewhere,,Pujana et al,2007,
Argentina,South America,-45,-69,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.3,LK,-72,,,Bajo Barreal Formation,Puesto Confluencia Chubut Province,Elsewhere,,Pujana et al,2007,
Brasil,South America,3.3,-60,NA,Undetermined wood,unknown,Conifer,Gymnosperm,0.01,Ap-Al,-105,-113,-100.9,,Takutu Basin,Elsewhere,charcoal,Scaramuzza dos Santos,2016,
Ecuador,South America,-3,-80,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Ciano Formation,Puyango,Elsewhere,mineralized,Shoemaker,1982,
Ecuador,South America,-3,-80,NA,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm,0.1,Al,-106,-113,-100.9,Ciano Fm.,Puyango,Elsewhere,,Shoemaker,1982,
Chile,South America,-44,-72,NA,Agathoxylon resinosum,Araucarioid,Conifer,Gymnosperm,NA,Ma,-66,,,NA,Quiriquina Island,Elsewhere,,Torres & Biro?Bagoczky,1986,
Chile,South America,-44,-72,NA,Agathoxylon pluriresinosum,Araucarioid,Conifer,Gymnosperm,NA,Ma,-66,,,NA,Quiriquina Island,Elsewhere,,Torres & Biro?Bagoczky,1986,
Chile,South America,-30,-70,NA,Agathoxylon pichasquensis,Araucarioid,Conifer,Gymnosperm,NA,Ca-Ma,-72,-83.6,-66,NA,Pichasca-Ovalle,Elsewhere,,Torres & Rallo,1981,
Argentina,South America,-48.6,-69.2,NA,Brachyoxylon baqueroensis,unknown,Conifer,Gymnosperm,0.1,Ap,-113,,,Anfiteatro de Tico,,Elsewhere,mineralized,Vera and Cesari,2015,
Argentina,South America,-48.7,-69.1,NA,Brachyoxylon baqueroensis,unknown,Conifer,Gymnosperm,0.1,Ap,-113,,,Anfiteatro de Tico,,Elsewhere,mineralized,Vera and Cesari,2015,
Argentina,South America,-71.1,-49.7,NA,Undetermined wood,unknown,Conifer,Gymnosperm,1.2,LK,-90,,,Mata Amarilla,Maria Elena Ranch petrified forest,Elsewhere,mineralized,Zamuner et al,2006,
China,Asia,28.9,120.1,ZMNH M13189,Brachyoxylon zhouii,Araucarioid,Conifer,Gymnosperm,NA,Ap-Al,-114,-125,-103,Guantou Fm.,"Zhejiang Province, eastern China",Elsewhere,mineralized,Jiang et al,2020,10.1080/08912963.2020.1755282
Argentina,South America,-42.55,-66.33,MPEF-PB 9911,Aextoxicoxylon kawasianus,unknown,Dicot,Angiosperm,0.04,Ca-Da,-66,,,Puntudo Chico Fm,Estancia Maria de las Nieves,Elsewhere,mineralized,Vera et al,2020,10.1016/j.cretres.2019.104315
Argentina,South America,-42.55,-66.33,MPEF-PB 9912,Aextoxicoxylon kawasianus,unknown,Dicot,Angiosperm,0.045,Ca-Da,-66,,,Puntudo Chico Fm,Estancia Maria de las Nieves,Elsewhere,mineralized,Vera et al,2020,10.1016/j.cretres.2019.104315
Argentina,South America,-42.55,-66.33,MPEF-PB 9913,Aextoxicoxylon kawasianus,unknown,Dicot,Angiosperm,0.06,Ca-Da,-66,,,Puntudo Chico Fm,Estancia Maria de las Nieves,Elsewhere,mineralized,Vera et al,2020,10.1016/j.cretres.2019.104315
Argentina,South America,-43.35,-67.767,MPEF-PB 9891,Agathoxylon antarcticum,Araucarioid,Conifer,Gymnosperm,,Ca-Ma,-66,,,Puntudo Chico Fm,El Quiosco,Elsewhere,mineralized,Vera et al,2019,10.1016/j.cretres.2019.01.022
Argentina,South America,-43.35,-67.767,MPEF-PB 9893,Brachyoxylon sp.,Araucarioid,Conifer,Gymnosperm,,Ca-Da,-66,,,Puntudo Chico Fm,El Quiosco,Elsewhere,mineralized,Vera et al,2019,10.1016/j.cretres.2019.01.022
Argentina,South America,-43.35,-67.767,"MPEF-PB 9894,",Podocarpoxylon mazzonii,Podocarpoid,Conifer,Gymnosperm,,Ca-Da,-66,,,Puntudo Chico Fm,El Quiosco,Elsewhere,mineralized,Vera et al,2019,10.1016/j.cretres.2019.01.022
Argentina,South America,-43.35,-68.75,Fig 3C,Undetermined wood,unknown,Conifer,Gymnosperm,0.8,Ap,-115,,,Los Adobes,Caadn La Orientala,Elsewhere,mineralized,Vera et al,2020,10.1016/j.jsames.2020.102562Ê
Argentina,South America,-43.35,-68.75,MPEF-PB 9914,Agathoxylon antarcticus,Araucarioid,Conifer,Gymnosperm,NA,Ap,-115,,,Los Adobes,Canadon La Orientala,Elsewhere,mineralized,Vera et al,2020,10.1016/j.jsames.2020.102562Ê
Argentina,South America,-43.35,-68.75,MPEF-PB 9915,Agathoxylon antarcticus,Araucarioid,Conifer,Gymnosperm,NA,Ap,-115,,,Los Adobes,Canadon La Orientala,Elsewhere,mineralized,Vera et al,2020,10.1016/j.jsames.2020.102562Ê
Argentina,South America,-43.35,-68.75,MPEF-PB 9916,Agathoxylon antarcticus,Araucarioid,Conifer,Gymnosperm,NA,Ap,-115,,,Los Adobes,Canadon La Orientala,Elsewhere,mineralized,Vera et al,2020,10.1016/j.jsames.2020.102562Ê
Mexico,North America,30.88,-109.53,IGM-SON1,Taxodioxylon cabullensis,Cupressoid,Conifer,Gymnosperm,0.1,Sa-Ma,-72,,,Packard Shale,Fronteras Sonora,Laramida,mineralized,Rios-Santos & Cevallos-Ferriz,2018,10.1017/S1755691018000245
USA,North America,34,-107,UCM 40674,Paraphyllanthoxylon arizonense,unkonwn,Dicot,Angiosperm,0.52,Tu,-91.85,-93.9,-89.8,Moreno Hill Fm, Two Rocks Balanced locality New Mexico,Laramidia,mineralized,Chin et al,2019,10.1016/j.cretres.2019.01.017
USA,North America,34,-107,UCM 40589,Herendeenoxylon zuniense,Ericales?,Dicot,Angiosperm,0.066,Tu,-91.85,-93.9,-89.8,Moreno Hill Fm,Balloon Hoodoo locality New Mexico,Laramidia,mineralized,Chin et al,2019,10.1016/j.cretres.2019.01.017
USA,North America,34,-107,UCM 40590,Vasunum cretaceum,unkonwn,Dicot,Angiosperm,0.056,Tu,-91.85,-93.9,-89.8,Moreno Hill Fm,Balloon Hoodoo locality New Mexico,Laramidia,mineralized,Chin et al,2019,10.1016/j.cretres.2019.01.017
USA,North America,33.13,-107.13,TXSTATE 1222,Laurinoxylon rennerae,Lauraceae,Dicot,Angiosperm,0.5,Ca,-74,-76.5,-72.5,McRae Fm,Texas State University Paleobotanical Locality  1991-15/16,Laramidia,mineralized,Estrada-Ruiz et al,2018,10.1086/695503 
USA,North America,33.13,-107.13,TXSTATE 1213,Turneroxylon newmexicoense,Dilleniales,Dicot,Angiosperm,0.24,Ca,-74,-76.5,-72.5,McRae Fm,Texas State University Paleobotanical Locality 1991-17,,mineralized,Estrada-Ruiz et al,2018,10.1086/695503 
USA,North America,33.13,-107.13,TXSTATE 1202 ,Mcraeoxylon waddellii,unkonwn,Dicot,Angiosperm,0.03,Ca,-74,-76.5,-72.5,McRae Fm,Texas State University Paleobotanical Locality  1992-01,,mineralized,Estrada-Ruiz et al,2018,10.1086/695503 
USA,North America,33.13,-107.13,TXSTATE 1205,Mcraeoxylon waddellii,unkonwn,Dicot,Angiosperm,NA,Ca,-74,-76.5,-72.5,McRae Fm,Texas State University Paleobotanical Locality  1992-01,,mineralized,Estrada-Ruiz et al,2018,10.1086/695503 
USA,North America,33.13,-107.13,"TXSTATE 1214,",McRae Angiosperm Wood Type 1,unkonwn,Dicot,Angiosperm,0.21,Ca,-74,-76.5,-72.5,McRae Fm,Texas State University Paleobotanical Locality  1991-13,,mineralized,Estrada-Ruiz et al,2018,10.1086/695503 
USA,North America,33.13,-107.13,TXSTATE 1224,McRae Angiosperm Wood Type 1,unknown,Dicot,Angiosperm,NA,Ca,-74,-76.5,-72.5,McRae Fm,Texas State University Paleobotanical Locality  1991-13,,mineralized,Estrada-Ruiz et al,2018,10.1086/695503 
Tibet,Asia,31.36,91.02,specimen,Brachyoxylon lalongense,Cheirolepidiaceae,Conifer,Gymnosperm,0.2,Ap,-115,-113,-111,Duoni Formation,Lalong Village,Elsewhere,mineralized,Yang and Li,2022,10.1016/j.cretres.2021.105064
Italy,Europe,46.5916,11.8208,Vienna 2010/0095/0001,Agathoxylon sp.,Araucarioid,Conifer,Gymnosperm, 0.2,Al,-106,-107,–105,Puez Formation,Col de Puez,Elsewhere,mineralized,Kustatscher et al,2012,10.1016/j.cretres.2013.01.002
Canada,North America,50.6058,-127.6569,NA,NA,NA,Conifer,Gymnosperm,0.04,Ha,-136,-140,-135,Longarm Formation equivalent,Apple Bay,Elsewhere,mineralized,Mustoe and Beard,2021,10.3390/geosciences11020038
Brazil,South America,-7.266,-39.082,unknown,unknown,unknown,Conifer,Gymnosperm,1.7,Be,-145,-149,-140,Missão Velha Formation,Grota Funda outcrop,Elsewhere,mineralized,Fambrini et al,2022,10.2139/ssrn.4147731
